Id,Input_1,Input_2,Input_3,Input_4,Sentence,Answer,No_ordering
FbCTMM,FbCTMM_abe.jpg,FbCTMM_ets.jpg,FbCTMM_reg.jpg,FbCTMM_uvh.jpg, A couple of people on a kayak are flipped over and fall into the river.,"[4, 3, 2, 1]",False
T1M0il,T1M0il_dgt.jpg,T1M0il_iak.jpg,T1M0il_vgr.jpg,T1M0il_zlo.jpg, The man applies more paint to the fence with a roller and getting more paint until he lifts the roller and is pleased.,"[2, 1, 3, 4]",False
b691OH,b691OH_aqu.jpg,b691OH_cpw.jpg,b691OH_isr.jpg,b691OH_ohe.jpg, He removes the filter from the vacuum.,"[1, 2, 3, 4]",True
FfQTHd,FfQTHd_bsr.jpg,FfQTHd_msr.jpg,FfQTHd_nyw.jpg,FfQTHd_pvw.jpg,"The performer begins by jumping into the air, then moves into a balancing act on a tightrope, followed by a series of dynamic movements, and finally exits the scene.","[4, 2, 3, 1]",False
3cOrxm,3cOrxm_kqz.jpg,3cOrxm_oph.jpg,3cOrxm_peu.jpg,3cOrxm_pju.jpg,"The woman begins to exercise on the machine, then the camera focuses on the control panel, followed by her interacting with the man, and finally, they present contact information for Fitness HQ.","[4, 2, 1, 3]",False
DvaY1g,DvaY1g_avz.jpg,DvaY1g_men.jpg,DvaY1g_rxe.jpg,DvaY1g_uvm.jpg, A pair of men playing bagpipes enter the room before the bride makes her entrance with her father.,"[1, 3, 4, 2]",False
TBZsxc,TBZsxc_jcy.jpg,TBZsxc_mfg.jpg,TBZsxc_paz.jpg,TBZsxc_qun.jpg, The dog is seen in several clips chasing after a frisbee.,"[2, 1, 4, 3]",False
eT1rem,eT1rem_cri.jpg,eT1rem_gsd.jpg,eT1rem_kyq.jpg,eT1rem_qet.jpg,"The athlete begins to lift the barbell from the ground, then raises it overhead, followed by another lifter preparing to lift, and finally, a different athlete sets up for a clean.","[2, 4, 3, 1]",False
MSGbKp,MSGbKp_cim.jpg,MSGbKp_gjf.jpg,MSGbKp_oxs.jpg,MSGbKp_rpb.jpg,"The camera pans from the surfboard tip to a hand reaching towards the wave, then shifts to a surfer riding a wave, transitioning into overlapping frames of multiple surfers in action.","[2, 3, 4, 1]",False
E0CVCF,E0CVCF_jxm.jpg,E0CVCF_oiy.jpg,E0CVCF_rkk.jpg,E0CVCF_six.jpg,"The person adjusts the bike's handlebars, moving slightly left as the camera zooms in, then attaches and adjusts the battery, transitioning the bike from upside-down to upright.","[4, 2, 1, 3]",False
uocqUy,uocqUy_bhh.jpg,uocqUy_fxu.jpg,uocqUy_mlv.jpg,uocqUy_zmu.jpg,"The ribbon tightens around the gift as the hands adjust the bow, then a tool moves upward and away, revealing a wider view of the ceiling and surrounding area.","[2, 1, 4, 3]",False
5FDVen,5FDVen_mam.jpg,5FDVen_mrn.jpg,5FDVen_qgc.jpg,5FDVen_whr.jpg,"The individual rotates left from a plank to a side plank as the camera slightly zooms in, then transitions to kneeling on a blue platform, lowering their left knee while the camera continues to zoom in.","[1, 4, 2, 3]",False
xlKGit,xlKGit_biz.jpg,xlKGit_kes.jpg,xlKGit_rym.jpg,xlKGit_uls.jpg, He puts shaving cream on his face and uses a razor to finish shaving.,"[1, 2, 3, 4]",True
oXNX2B,oXNX2B_kwj.jpg,oXNX2B_tkr.jpg,oXNX2B_vhl.jpg,oXNX2B_whf.jpg, A man jumps onto the fence behind the bull.,"[4, 1, 2, 3]",False
oZiRhu,oZiRhu_kuv.jpg,oZiRhu_mae.jpg,oZiRhu_mgj.jpg,oZiRhu_vgu.jpg,"The child swings from the structure after standing on a post, as the brush leaves the frame and a container lowers to the horse's mouth.","[2, 4, 1, 3]",False
PrSu3j,PrSu3j_pby.jpg,PrSu3j_qkq.jpg,PrSu3j_tsq.jpg,PrSu3j_uly.jpg,"The chef serves sautéed pasta onto a plate with a camera zoom, then adds herbs to cooked pasta, plating it as the camera angle shifts from overhead to frontal.","[1, 2, 3, 4]",True
0tLmcE,0tLmcE_aqf.jpg,0tLmcE_krb.jpg,0tLmcE_xcj.jpg,0tLmcE_zaz.jpg," After, the man puts aside the vegetables, and cooks an omelette in the pan.","[1, 4, 2, 3]",False
QupPVZ,QupPVZ_dis.jpg,QupPVZ_eyk.jpg,QupPVZ_mrz.jpg,QupPVZ_wcm.jpg,"The scene opens with a penalty kick being taken, then shifts to enthusiastic fans cheering, followed by players in action on the sand, and finally closes with a wide shot of the game.","[1, 2, 3, 4]",True
zUu5b6,zUu5b6_bvi.jpg,zUu5b6_iel.jpg,zUu5b6_iit.jpg,zUu5b6_ook.jpg, A person in a red shirt is hopping along the street with the chalk on it.,"[3, 4, 1, 2]",False
taDdaA,taDdaA_bin.jpg,taDdaA_dpb.jpg,taDdaA_ocv.jpg,taDdaA_tou.jpg,"The timer starts at 00:00.3, then the individuals work on assembling the wheel, and after 1:08.3, the timer shows the elapsed time.","[3, 2, 4, 1]",False
KXdqC7,KXdqC7_gym.jpg,KXdqC7_jlx.jpg,KXdqC7_kxb.jpg,KXdqC7_vup.jpg,"Hands skillfully shape a ribbon into a flower as the camera zooms in slightly, then dough is scraped into a bowl and transformed into cookie dough balls, centered on a plate as the camera zooms out.","[3, 4, 1, 2]",False
kL4hb6,kL4hb6_afc.jpg,kL4hb6_gdd.jpg,kL4hb6_jwj.jpg,kL4hb6_pvy.jpg,"The wallpaper vanishes as credits appear, then the scene shifts from a worker smoothing the wall to buckets of materials on the floor.","[2, 4, 1, 3]",False
F6eFwE,F6eFwE_oof.jpg,F6eFwE_swe.jpg,F6eFwE_uyt.jpg,F6eFwE_zzr.jpg,"The girl brushes her hair, then begins to wrap sections around a roller, followed by placing the rollers near her ears, creating a styled look.","[2, 3, 4, 1]",False
wMxKXl,wMxKXl_lqr.jpg,wMxKXl_mqf.jpg,wMxKXl_pgw.jpg,wMxKXl_wdd.jpg, The two end by making a funny gesture and then walk off the stage to the side.,"[1, 2, 3, 4]",True
JUcKO2,JUcKO2_hjk.jpg,JUcKO2_oiy.jpg,JUcKO2_phw.jpg,JUcKO2_ybo.jpg,"The windsurfer tilts the sail leftward into the water as a person enters from the right, then leans back while accelerating, moving into an upright position with the sail rotating slightly clockwise as he glides forward.","[3, 2, 4, 1]",False
AucppG,AucppG_jlk.jpg,AucppG_kjh.jpg,AucppG_tao.jpg,AucppG_wsa.jpg,  In the final moments of the clip a ball flies across the table and the men react in a triumphant way throwing their arms in the air in celebration.,"[3, 2, 4, 1]",False
X9lp7E,X9lp7E_fwp.jpg,X9lp7E_hfc.jpg,X9lp7E_obn.jpg,X9lp7E_sgo.jpg,"The text about ordering a Havanese video remains unchanged, then shifts to display ""Shooter's Sandwich"" before a top-down view reveals sandwich ingredients with a slight camera zoom out.","[1, 3, 2, 4]",False
dNxjGh,dNxjGh_lkh.jpg,dNxjGh_mik.jpg,dNxjGh_mrj.jpg,dNxjGh_uks.jpg,"The musician leans back, raising the guitar neck as the camera zooms in, then shifts to a close-up of another musician's hands focusing on the guitar strings.","[1, 2, 3, 4]",True
cROadH,cROadH_fyf.jpg,cROadH_iid.jpg,cROadH_kne.jpg,cROadH_spj.jpg,A surfer rides a wave as birds fly overhead; the camera then shifts from a low angle of the surfer paddling to a side view of them crouching on the board amidst splashing water.,"[3, 1, 4, 2]",False
b0kHKS,b0kHKS_aqt.jpg,b0kHKS_gxi.jpg,b0kHKS_qgd.jpg,b0kHKS_xqo.jpg, A man combs a dogs hair straight up.,"[3, 4, 1, 2]",False
iA7SK0,iA7SK0_ghm.jpg,iA7SK0_ldd.jpg,iA7SK0_whz.jpg,iA7SK0_zjm.jpg,"A person stands on a platform adjusting skis, then transitions to handling a tool, followed by returning to the skis, and finally shows different ski types.","[4, 1, 2, 3]",False
ThDbyb,ThDbyb_biu.jpg,ThDbyb_eqn.jpg,ThDbyb_qfk.jpg,ThDbyb_tsh.jpg, The men shake hands and the piano player walks away and the host talks and shimmies a bit.,"[1, 2, 3, 4]",True
3kgDZE,3kgDZE_qbc.jpg,3kgDZE_tzq.jpg,3kgDZE_xjw.jpg,3kgDZE_ytv.jpg,"The skater moves down the road, transitions to a car where a person exits, then recedes into the background on a lighter road, followed by a close-up zoom on their injured ankle.","[4, 2, 3, 1]",False
ayLK7A,ayLK7A_bsy.jpg,ayLK7A_ean.jpg,ayLK7A_rqw.jpg,ayLK7A_uhu.jpg,"Two skiers enter from the right as the camera pans left, then a distant skier is shown carving through the snow, moving to the right as the camera zooms in.","[1, 4, 3, 2]",False
KU6rQW,KU6rQW_mja.jpg,KU6rQW_vyh.jpg,KU6rQW_vzl.jpg,KU6rQW_wcj.jpg,"The cake exits the oven and appears sliced on a plate with a slight zoom, as the butter leaves the frame and shredded cheese descends onto layers of meat.","[3, 1, 4, 2]",False
ZN3iPd,ZN3iPd_lgk.jpg,ZN3iPd_lvt.jpg,ZN3iPd_rui.jpg,ZN3iPd_xce.jpg,"The mechanic's hand moves away, revealing the bike chain and pedal as the camera zooms out; then, a person points to tire markings, opens a box, holds up a new tube, and positions the wheel while the camera zooms in slightly.","[3, 1, 2, 4]",False
bp2Z9B,bp2Z9B_bey.jpg,bp2Z9B_jvb.jpg,bp2Z9B_scm.jpg,bp2Z9B_yze.jpg,"The camera pans left, rotating the fence counter-clockwise and straightening it, then shifts to a person applying wood finish, followed by a close-up of painting tools and a wood stain can on a wooden surface.","[4, 3, 2, 1]",False
s8mSpY,s8mSpY_drb.jpg,s8mSpY_iny.jpg,s8mSpY_wyg.jpg,s8mSpY_ynj.jpg,"The vacuum cleaner transitions from standing beside a woman to moving across a living room carpet, then shifts from being used on stairs to a flat surface where its noise level is measured with a sound meter.","[3, 4, 1, 2]",False
xU9iXs,xU9iXs_eqa.jpg,xU9iXs_krm.jpg,xU9iXs_rzr.jpg,xU9iXs_yfg.jpg,"The person begins to style the hair, then the subject smiles as the styling continues, followed by a close-up of an open mouth, and finally, the subject appears happy with the result.","[1, 4, 3, 2]",False
HvU0pp,HvU0pp_ieo.jpg,HvU0pp_olh.jpg,HvU0pp_snm.jpg,HvU0pp_wjd.jpg, The man jumps on the wall to avoid the bull.,"[4, 1, 3, 2]",False
tbS05s,tbS05s_bqe.jpg,tbS05s_eik.jpg,tbS05s_fcr.jpg,tbS05s_xpl.jpg,"A large group of girls dressed in cheerleading outfits are standing in formation and at the same exact moment the girls do a flip in sync and they begin their very detailed routine that includes, jumps, flips, hand claps and etcetera.","[3, 4, 1, 2]",False
mRSBdh,mRSBdh_ewa.jpg,mRSBdh_ffd.jpg,mRSBdh_jdr.jpg,mRSBdh_xsg.jpg," A woman in bed is laughing as she falls onto her own bed, still smoking.","[3, 2, 4, 1]",False
36EYS6,36EYS6_meb.jpg,36EYS6_ooj.jpg,36EYS6_rjm.jpg,36EYS6_yyx.jpg, The woman falls off the building and swings from a rope above the ground below.,"[1, 3, 2, 4]",False
hLtGMV,hLtGMV_cgo.jpg,hLtGMV_egk.jpg,hLtGMV_gbd.jpg,hLtGMV_zer.jpg, A man hold up a bench and opens the parts so he can set it up.,"[1, 2, 3, 4]",True
BfbGva,BfbGva_atn.jpg,BfbGva_dzs.jpg,BfbGva_gax.jpg,BfbGva_qlv.jpg, A man smashes the radio with a baseball bat.,"[2, 1, 4, 3]",False
x7pzyz,x7pzyz_kfo.jpg,x7pzyz_tcc.jpg,x7pzyz_uhh.jpg,x7pzyz_xuh.jpg,"The man in the pink cap moves right as another player enters from the left, then two players on an indoor court rally, shifting right and backward, while the camera zooms in slightly.","[2, 4, 3, 1]",False
ZtsOcs,ZtsOcs_aaa.jpg,ZtsOcs_ftv.jpg,ZtsOcs_vhn.jpg,ZtsOcs_vzd.jpg,"The paintbrush shifts right, replaced by a red cloth as the woman moves; then, a lemon transitions from being cut to squeezed into a juicer, with a slight camera zoom-in.","[1, 3, 2, 4]",False
iNxWEO,iNxWEO_inq.jpg,iNxWEO_vka.jpg,iNxWEO_ybz.jpg,iNxWEO_zye.jpg,"The man enters the canoe, paddling away as the camera zooms out, revealing a distant view on the lake; then the canoe glides forward, a paddle dips into the water, and the person rows toward the shore.","[1, 4, 3, 2]",False
b55Efs,b55Efs_bpb.jpg,b55Efs_ibq.jpg,b55Efs_qzt.jpg,b55Efs_tpn.jpg,"A blindfolded chef decorates a cake, then smiles while interacting with others, later shares a light moment, and finally shows off a festive accessory with joy.","[4, 2, 3, 1]",False
2qNmvi,2qNmvi_kqh.jpg,2qNmvi_mpx.jpg,2qNmvi_uce.jpg,2qNmvi_ycz.jpg,"The scene transitions from a car diagram to a close-up of a jack under a vehicle, then a tire is raised above a wheel rim and lowered, with hands adjusting it for secure placement.","[1, 4, 2, 3]",False
gwlmJR,gwlmJR_byu.jpg,gwlmJR_gxm.jpg,gwlmJR_mmw.jpg,gwlmJR_ved.jpg,"The man begins to play the accordion, then raises it slightly while maintaining his posture, and finally smiles as he continues to perform.","[2, 3, 1, 4]",False
Yiu6sW,Yiu6sW_evs.jpg,Yiu6sW_hlw.jpg,Yiu6sW_svr.jpg,Yiu6sW_wyu.jpg, She places a gold bow on the top of the tree.,"[2, 4, 3, 1]",False
JeyBs4,JeyBs4_cas.jpg,JeyBs4_cym.jpg,JeyBs4_qgc.jpg,JeyBs4_sxs.jpg,"The person begins to mix paint in a bucket, then moves to the fence, pointing and preparing to paint, before finally turning away from the fence.","[3, 1, 4, 2]",False
OPraI7,OPraI7_axi.jpg,OPraI7_ppb.jpg,OPraI7_rrr.jpg,OPraI7_uan.jpg,"The skier begins to glide forward in the first frame, then transitions to jumping off a rail in the second frame, moves into a close-up with a friend in the third frame, and finally closes with a subscribe prompt in the fourth frame.","[4, 2, 3, 1]",False
qfJQvZ,qfJQvZ_btr.jpg,qfJQvZ_jvm.jpg,qfJQvZ_kug.jpg,qfJQvZ_xln.jpg,"The group begins to ski across the water, then they maintain their balance as they move forward, creating splashes behind them.","[1, 2, 3, 4]",True
1F7Rsi,1F7Rsi_cci.jpg,1F7Rsi_msd.jpg,1F7Rsi_qbn.jpg,1F7Rsi_tjy.jpg,"The woman receives instructions from the man, then prepares to jump off the platform, and finally stands at the edge, ready to leap into the void below.","[1, 2, 3, 4]",True
qOXPR3,qOXPR3_dyi.jpg,qOXPR3_jzb.jpg,qOXPR3_nzj.jpg,qOXPR3_rut.jpg, The children chase the guy.,"[2, 1, 4, 3]",False
bP6fiu,bP6fiu_hrd.jpg,bP6fiu_mal.jpg,bP6fiu_oty.jpg,bP6fiu_zlv.jpg,"The man leans closer to the mirror, tilting his head, then lifts the harmonica to his mouth, adjusting his grip as the camera zooms in slightly.","[3, 1, 2, 4]",False
MIDVip,MIDVip_pwy.jpg,MIDVip_qpk.jpg,MIDVip_udg.jpg,MIDVip_xgg.jpg, The skaters line up in the middle of the rink and suddenly disperse.,"[1, 3, 4, 2]",False
VMGI5G,VMGI5G_evh.jpg,VMGI5G_psc.jpg,VMGI5G_wkg.jpg,VMGI5G_ydi.jpg,"The barbell vanishes as text zooms in, then stage lights dim to reveal a seated performer with a microphone.","[3, 1, 2, 4]",False
zroIrQ,zroIrQ_hgw.jpg,zroIrQ_hwv.jpg,zroIrQ_tdc.jpg,zroIrQ_uvg.jpg,The video starts with a lady walking to the center of a court.,"[1, 2, 3, 4]",True
xdEipQ,xdEipQ_ckz.jpg,xdEipQ_dwv.jpg,xdEipQ_ffj.jpg,xdEipQ_hnr.jpg,"The saxophone is lifted as the camera zooms in on the musician, then the mouthpiece is picked up and raised to the man's lips, ready to play.","[3, 1, 4, 2]",False
HJWHTa,HJWHTa_cib.jpg,HJWHTa_gfl.jpg,HJWHTa_qub.jpg,HJWHTa_zen.jpg, The chef then picks up the meat plate and gives it to the lady in brown.,"[4, 2, 3, 1]",False
dRtkPW,dRtkPW_bcr.jpg,dRtkPW_kts.jpg,dRtkPW_kze.jpg,dRtkPW_rza.jpg,  The person then begins to shave the length of their leg with a blue razor.,"[3, 4, 2, 1]",False
a4tZGR,a4tZGR_fxv.jpg,a4tZGR_mba.jpg,a4tZGR_qoy.jpg,a4tZGR_wjl.jpg,"The woman brushes the dog's back and neck as it stands calmly, then a German Shepherd shifts from facing left to right while the groomer leans down, maintaining focus on the grooming process.","[1, 3, 4, 2]",False
FhQJ7X,FhQJ7X_dkh.jpg,FhQJ7X_ipx.jpg,FhQJ7X_prf.jpg,FhQJ7X_ttr.jpg," Another blue player gets the ball from out of bounds, puts it on the line and hits back into the game.","[4, 3, 2, 1]",False
devchY,devchY_dfz.jpg,devchY_fjb.jpg,devchY_ndp.jpg,devchY_xag.jpg, One of the boys has fallen and dropped his bike.,"[2, 1, 3, 4]",False
uRxQ9A,uRxQ9A_aoz.jpg,uRxQ9A_oge.jpg,uRxQ9A_tll.jpg,uRxQ9A_vdh.jpg,"A man snowboards over snow covered slopes and hills and several other objects like railings, roofs, garages and tree stumps.","[1, 4, 3, 2]",False
2c4aEs,2c4aEs_ele.jpg,2c4aEs_ifc.jpg,2c4aEs_mrm.jpg,2c4aEs_tay.jpg,"The performer dances near the piano, raising one leg on a step, then the dancer extends her arms, rotating right to face away from the camera.","[1, 3, 2, 4]",False
u5Mscx,u5Mscx_jdr.jpg,u5Mscx_lum.jpg,u5Mscx_ppl.jpg,u5Mscx_txs.jpg, The boy gets out and is seen once again jumping into the pool and swimming to the side to present an object.,"[4, 2, 3, 1]",False
ZE7qpa,ZE7qpa_khu.jpg,ZE7qpa_oxw.jpg,ZE7qpa_tai.jpg,ZE7qpa_yey.jpg, They go under a bridge.,"[3, 1, 4, 2]",False
LXMZ0p,LXMZ0p_egz.jpg,LXMZ0p_jnz.jpg,LXMZ0p_juu.jpg,LXMZ0p_wjv.jpg, The guy hands the male another metal plaster holder.,"[4, 3, 2, 1]",False
nPr9P0,nPr9P0_kzo.jpg,nPr9P0_ndz.jpg,nPr9P0_wxi.jpg,nPr9P0_xwo.jpg, A woman is seen making a stack of logs while the boy walks into frame.,"[2, 1, 4, 3]",False
c5tRkZ,c5tRkZ_ddg.jpg,c5tRkZ_iyl.jpg,c5tRkZ_pib.jpg,c5tRkZ_xnk.jpg,A young child wearing a helmet is climbing on monkey bars on a playground with a small boy underneath her.,"[1, 2, 4, 3]",False
bOq57z,bOq57z_bds.jpg,bOq57z_oya.jpg,bOq57z_qmr.jpg,bOq57z_sik.jpg,"The person begins by brushing their hair, then gathers it into a ponytail, applies product, and finally uses a hairdryer to style it.","[1, 2, 3, 4]",True
5IOtCy,5IOtCy_fog.jpg,5IOtCy_gny.jpg,5IOtCy_ifr.jpg,5IOtCy_krg.jpg,"Smoke drifts away revealing text, then underwater coral moves aside as two divers approach the camera.","[4, 2, 3, 1]",False
7hnCVc,7hnCVc_gmh.jpg,7hnCVc_pnp.jpg,7hnCVc_ztm.jpg,7hnCVc_zwk.jpg,"The lawn mower, initially in the background, moves forward and zooms in as the boy rides it; then, a man on a different mower shifts from a side to a front-left view with a slight camera zoom.","[3, 4, 1, 2]",False
UEkKqd,UEkKqd_lgz.jpg,UEkKqd_rvq.jpg,UEkKqd_sjf.jpg,UEkKqd_sku.jpg,"The girl lowers her hand from her glasses as a gloved hand approaches her ear, then tilts her head slightly right while the woman's hands remain steady during the procedure.","[1, 3, 4, 2]",False
2Y0A4I,2Y0A4I_cdj.jpg,2Y0A4I_eek.jpg,2Y0A4I_yla.jpg,2Y0A4I_zjo.jpg, She adds lemons and lettuce and cucumbers to the bowl.,"[4, 2, 3, 1]",False
BW4O88,BW4O88_cyh.jpg,BW4O88_ghf.jpg,BW4O88_lzi.jpg,BW4O88_rxg.jpg,A person is seen riding along on a dirt bike and crashes onto the side.,"[1, 2, 3, 4]",True
p9dZTj,p9dZTj_cwo.jpg,p9dZTj_oyv.jpg,p9dZTj_qnh.jpg,p9dZTj_qxn.jpg,"A dog approaches and nuzzles a person's face as the camera tilts up, then shifts to another person on the phone with a zoom-in focusing on their arm.","[1, 4, 3, 2]",False
J7Dhkp,J7Dhkp_luv.jpg,J7Dhkp_mlu.jpg,J7Dhkp_qoz.jpg,J7Dhkp_rio.jpg,"The woman begins to add ingredients from a bag into a jar, then layers them, and finally secures the jar with a lid, completing the process.","[4, 1, 3, 2]",False
1qBVwm,1qBVwm_bkm.jpg,1qBVwm_nbt.jpg,1qBVwm_qzh.jpg,1qBVwm_wic.jpg,"A skater begins to descend a hill, then shifts to a faster pace on a flat surface, moves into a nighttime scene, and finally approaches a distant area.","[3, 4, 2, 1]",False
hHlC2T,hHlC2T_brd.jpg,hHlC2T_mmj.jpg,hHlC2T_rdm.jpg,hHlC2T_tfm.jpg,  One of the men motions the the camera person to follow him as he grabs a broom and walks down a hall and out a door to a snow covered parking lot.,"[4, 2, 1, 3]",False
SNsykO,SNsykO_ana.jpg,SNsykO_fcu.jpg,SNsykO_hts.jpg,SNsykO_uwh.jpg, One man pretends to fight a sumo wrestler and is pushed to the side very easily.,"[1, 2, 3, 4]",True
lcXlix,lcXlix_dsn.jpg,lcXlix_fuc.jpg,lcXlix_ysb.jpg,lcXlix_zcj.jpg,"A girl climbs onto a camel, then stands and walks right along a platform; a child stands on a structure, then hangs from it with arms extended as the camera tilts slightly upward.","[2, 4, 3, 1]",False
QOy8p6,QOy8p6_dux.jpg,QOy8p6_jhc.jpg,QOy8p6_lwm.jpg,QOy8p6_xfk.jpg,"The skier transitions from a crouched stance near the ski lift area to gliding down the slope, gaining speed while the camera tilts and pans slightly, before moving through trees toward a flatter section of the trail.","[1, 2, 4, 3]",False
McbUEn,McbUEn_cyw.jpg,McbUEn_gjl.jpg,McbUEn_keo.jpg,McbUEn_rgy.jpg," The boy stands on front the sink and puts toothpaste on the brush,  and then brush the teeth.","[2, 1, 3, 4]",False
g7HN0l,g7HN0l_afo.jpg,g7HN0l_ikm.jpg,g7HN0l_qfh.jpg,g7HN0l_uyl.jpg,"The person begins to clear snow from the car's windshield, then moves to the rear to remove more snow, and finally drives through a snowy intersection.","[1, 2, 3, 4]",True
gbVmaA,gbVmaA_fiw.jpg,gbVmaA_srp.jpg,gbVmaA_voe.jpg,gbVmaA_wrz.jpg,"The person begins by scooping out the pumpkin's insides, then marks a design on its surface, carves the face, and finally places the top back on the finished jack-o'-lantern.","[1, 2, 3, 4]",True
IgBfxl,IgBfxl_hfr.jpg,IgBfxl_oos.jpg,IgBfxl_tzp.jpg,IgBfxl_ydk.jpg,"In a gym, text ""Transition and Major Releases"" appears on black, then a bottle enters at the bottom as a hand moves toward a car tire.","[3, 2, 1, 4]",False
c1Tg7p,c1Tg7p_aie.jpg,c1Tg7p_ibb.jpg,c1Tg7p_odd.jpg,c1Tg7p_qxg.jpg,"The worker begins by applying adhesive to the floor, then measures and marks a tile, cuts it, and finally positions it in place.","[3, 4, 2, 1]",False
TUc60B,TUc60B_diz.jpg,TUc60B_esd.jpg,TUc60B_pyp.jpg,TUc60B_tfl.jpg,"The kite begins to ascend into the sky, then moves higher above the buildings, before lowering back down towards the ground near the circus tents.","[4, 1, 3, 2]",False
hCcx7T,hCcx7T_jjv.jpg,hCcx7T_ord.jpg,hCcx7T_tog.jpg,hCcx7T_vha.jpg," The cooker cuts and fries squid in a pot, then he adds salt and vinegar.","[3, 2, 1, 4]",False
oMNxb0,oMNxb0_ccq.jpg,oMNxb0_hiy.jpg,oMNxb0_tdd.jpg,oMNxb0_uuy.jpg,"A gloved hand applies black coating to a damaged roof as the camera zooms in, then it shifts to a diagonal view of a fence, tilting right to align it vertically.","[3, 4, 1, 2]",False
ZJBdfi,ZJBdfi_apf.jpg,ZJBdfi_jwa.jpg,ZJBdfi_oro.jpg,ZJBdfi_wzx.jpg, The man walks away and high fives a man in the crowd while his score is shown and another steps up to the side.,"[1, 4, 3, 2]",False
AnBwLR,AnBwLR_dkm.jpg,AnBwLR_nof.jpg,AnBwLR_nuj.jpg,AnBwLR_xjk.jpg,"Riders on camels form a line moving left as the camera pans slightly, then a group of horse riders leaves the stable area and enters a forest path, receding into the distance with dust rising.","[4, 1, 3, 2]",False
5tLZb6,5tLZb6_cmi.jpg,5tLZb6_jdo.jpg,5tLZb6_svl.jpg,5tLZb6_ycr.jpg,A woman puts her hands down on a table with some wash cloths to get a manicure.,"[1, 2, 3, 4]",True
KNfUOp,KNfUOp_fjs.jpg,KNfUOp_jph.jpg,KNfUOp_lby.jpg,KNfUOp_slu.jpg,"The barbell is lifted upward as the lifter transitions from a squat to standing upright, then moves slightly higher as the athlete stands more upright, stabilizing the weight overhead.","[4, 2, 1, 3]",False
x65uL2,x65uL2_aht.jpg,x65uL2_ude.jpg,x65uL2_xyj.jpg,x65uL2_zar.jpg,"A person sets up a camera in the snow as a skier moves left across the slope; then, the view zooms out to show a person smoothing a ceiling with a tool.","[4, 3, 2, 1]",False
gQZl6h,gQZl6h_jir.jpg,gQZl6h_jno.jpg,gQZl6h_lmo.jpg,gQZl6h_uuq.jpg, The man continue to paddle until he reached the finished line and the woman stopped the timer.,"[1, 4, 3, 2]",False
IV8s1J,IV8s1J_lkc.jpg,IV8s1J_nfp.jpg,IV8s1J_phw.jpg,IV8s1J_zjb.jpg,Two women are seen walking on stage and lead into them performing a belly dancing routine.,"[1, 4, 3, 2]",False
qaUZtI,qaUZtI_djh.jpg,qaUZtI_jrv.jpg,qaUZtI_kao.jpg,qaUZtI_sjm.jpg,"The skater descends from the wall to the ground, moving to the lower right, as the skateboard then enters from the bottom right with the camera tilting downwards, approaching a puddle in the background.","[1, 2, 4, 3]",False
PqXKOX,PqXKOX_bku.jpg,PqXKOX_emp.jpg,PqXKOX_fiy.jpg,PqXKOX_pyh.jpg,A woman is seen pushing a puck along some ice followed by people brushing ice with brooms in front of the puck.,"[4, 3, 2, 1]",False
YyrbKs,YyrbKs_cfn.jpg,YyrbKs_kdm.jpg,YyrbKs_qjd.jpg,YyrbKs_ymx.jpg,"A blow dryer moves closer to the hair with purple curlers, then hands twist and secure sections of hair into an updo, adjusting as they work upward.","[4, 3, 2, 1]",False
iBbAJo,iBbAJo_aoc.jpg,iBbAJo_dhc.jpg,iBbAJo_zrn.jpg,iBbAJo_zrv.jpg,"The person begins by washing their face, then applies toner and moisturizer, and finally concludes with a text slide about their skincare routine. The video closes with a production credit.","[4, 2, 1, 3]",False
L3sdeU,L3sdeU_ckd.jpg,L3sdeU_ovo.jpg,L3sdeU_ric.jpg,L3sdeU_urp.jpg,"The skier moves right and recedes as the camera tilts upward, revealing two skiers approaching, then shifts from the top of the slope to the right side as the camera pans downward along the snowy path.","[4, 3, 1, 2]",False
y7xta4,y7xta4_bvf.jpg,y7xta4_eta.jpg,y7xta4_jae.jpg,y7xta4_sej.jpg," He gets on a parasailer, and gets into the water.","[2, 3, 4, 1]",False
jQ2I7a,jQ2I7a_ltc.jpg,jQ2I7a_thb.jpg,jQ2I7a_vew.jpg,jQ2I7a_vfa.jpg,"The wrap is rolled and cut into sections with a downward knife motion, then the mixture transitions from smooth to thick as a spatula stirs in chocolate chunks, replacing the whisk.","[4, 1, 3, 2]",False
6vdSRs,6vdSRs_csr.jpg,6vdSRs_hak.jpg,6vdSRs_khf.jpg,6vdSRs_rls.jpg,"The diver explores a sunken ship and swims through coral, as the scene transitions to fish darting over a sandy ocean floor, before concluding with a promotional video screen displaying various thumbnails.","[2, 1, 4, 3]",False
ngkME9,ngkME9_eef.jpg,ngkME9_fxn.jpg,ngkME9_ier.jpg,ngkME9_spf.jpg, The woman then begins brushing down the horse's mane.,"[1, 2, 3, 4]",True
rlXVck,rlXVck_amx.jpg,rlXVck_bwv.jpg,rlXVck_skd.jpg,rlXVck_ydo.jpg, More people climb into the water and sit on top of their tubes.,"[3, 1, 4, 2]",False
jEiUc0,jEiUc0_eic.jpg,jEiUc0_kat.jpg,jEiUc0_mar.jpg,jEiUc0_wca.jpg,"The woman rotates to reveal her hairstyle as the camera shifts left, then a person moves from the oven to the table and wipes a plate.","[4, 2, 3, 1]",False
